id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
46445620;Edinburgh city centre royal mile lovely stay;367376422;Callum;;Canongate, Southside and Dumbiedykes;55.95249;-3.18086;Entire home/apt;170;6;14;22/08/2022;0.95;1;0;7;
46462759;Charming & Cosy 1 BD Flat in Edinburgh;75794490;Murray;;Gorgie West;55.93805;-3.23675;Entire home/apt;850;2;5;19/06/2021;0.24;1;110;0;
46462993;Amazing 1 Bed Flat in the Historic Old Town;373606404;Dr Arvin;;Old Town, Princes Street and Leith Street;55.95184;-3.18883;Entire home/apt;98;3;3;09/04/2021;0.15;1;0;0;
46467740;One double bedroom;272200535;Isaac;;The Calders;55.91999;-3.29066;Private room;999;1;1;02/12/2020;0.05;11;365;0;
46469860;Stylish Stockbridge - Edinburgh;38315647;Daniel;;Stockbridge;55.95829;-3.20927;Entire home/apt;139;3;63;07/09/2022;2.88;1;97;40;
46478359;Newly decorated double bedroom;191117233;Honza;;The Inch;55.91913;-3.15857;Private room;60;2;2;19/08/2022;0.14;2;0;1;
46484626;‘New Town’ Georgian apartment in Unesco area;57253392;Andrew;;Hillside and Calton Hill;55.95761884;-3.173942834;Entire home/apt;108;1;105;12/09/2022;5.06;1;287;84;
46501929;Entire Flat/home in Town.;118866298;Rose;;Easter Road and Hawkhill Avenue;55.96398;-3.171;Entire home/apt;50;7;1;05/04/2022;0.19;2;0;1;
46507412;City Centre 2BR. 2BA Apartment on The Royal Mile.;15466300;Jon;;Old Town, Princes Street and Leith Street;55.95009;-3.18362;Entire home/apt;211;2;7;11/09/2022;0.45;9;241;5;
46509768;Dean Village Retreat;111382550;Lainie;;Deans Village;55.952587;-3.217243;Entire home/apt;92;3;29;30/08/2022;1.88;1;0;22;
46541929;Large.central apartment.walk to major attractions;57038487;Clare;;Polwarth;55.93874;-3.21884;Entire home/apt;118;3;48;09/09/2022;2.23;4;41;29;
46574121;Lovely City Centre Hideaway;35227385;Fiona And Neil;;Great Junction Street;55.97087;-3.17167;Entire home/apt;79;3;15;03/10/2021;0.74;3;108;2;
46592900;Bright + Light Cosy Flat;16290175;Victoria;;The Shore and Constitution Street;55.97701;-3.16922;Entire home/apt;60;2;2;06/06/2021;0.13;1;0;0;
46602790;Cozy 2 double bedroom flat in the heart of Leith;35008588;Rachel;;North Leith and Newhaven;55.97553;-3.18031;Entire home/apt;69;2;42;11/09/2022;2.02;1;83;40;
46613103;Edlets Grosvenor Suites;21906467;Alison;;Deans Village;55.94744;-3.21719;Entire home/apt;800;2;0;;;43;348;0;
46613709;Edlets Palmerston Suites;21906467;Alison;;Deans Village;55.94904;-3.21974;Entire home/apt;600;2;0;;;43;348;0;
46633582;Waterfront Living in Leith with Free Parking!;376962324;Elizabeth;;The Shore and Constitution Street;55.97764;-3.16937;Entire home/apt;216;2;61;25/08/2022;2.96;1;173;35;
46655697;Bright double room with shared bathroom;50725883;Ilio;;Canonmills and New Town North;55.960907;-3.200475;Private room;80;3;14;30/08/2022;1.06;10;0;13;
46655701;Modern clean flat near the City Centre;31359023;Sarah;;Bonnington;55.96975;-3.18357;Entire home/apt;125;4;9;16/08/2022;2.5;1;117;9;
46685161;Cosy harbour cottage near city centre;43575585;Lorraine;;Boswall and Pilton;55.97879;-3.21794;Entire home/apt;70;2;0;;;1;0;0;
46722005;Edlets Beautiful Bothwell;21906467;Alison;;Easter Road and Hawkhill Avenue;55.96123;-3.16952;Entire home/apt;130;2;0;;;43;364;0;
46767266;Beatifully decorated and cosy 3 bed flat in Gorgie;40013762;Nina;;Gorgie West;55.93627;-3.23461;Entire home/apt;125;7;6;30/07/2022;2.17;5;40;6;
46769467;Big sunny room in spacious central new town flat;187780060;Monica;;Canonmills and New Town North;55.960281;-3.201068;Private room;64;1;114;05/09/2022;7.25;2;245;90;
46786894;Edlets Fettes Row 2 Bed Apartment;21906467;Alison;;Canonmills and New Town North;55.96045;-3.20127;Entire home/apt;200;2;0;;;43;360;0;
46796969;Central Two Bedroom Flat Free Parking Near The Sea;23663487;Simon;;Western Harbour and Leith Docks;55.98037;-3.18407;Entire home/apt;91;2;12;03/09/2022;0.92;3;4;10;
46835094;Cosy Double Room in Beach Town Flat with Balcony;50718141;Chris;;Portobello;55.95544;-3.11906;Private room;35;1;0;;;3;0;0;
46853986;Cosy Double Room in Beach Town Flat with Balcony;50718141;Chris;;Portobello;55.95466;-3.11854;Private room;31;1;2;04/01/2021;0.09;3;0;0;
46857850;Cosy Double Room in Beach Town Flat with Balcony;50718141;Chris;;Portobello;55.95517;-3.11877;Private room;31;1;0;;;3;0;0;
46910851;Beautiful flat with En-Suite bedroom in the Shore;92960541;Samir;;Great Junction Street;55.9746;-3.17125;Private room;85;1;22;29/08/2022;2.08;1;169;22;
46911608;Central Edinburgh Apartment by the Old City;378950086;Leo;;Canongate, Southside and Dumbiedykes;55.94623;-3.18589;Entire home/apt;109;5;11;30/08/2022;0.81;1;110;5;
46937235;Cozy flat with castle view in city centre;135519205;Lydia;;Tollcross;55.945;-3.20491;Entire home/apt;45;3;1;02/01/2021;0.05;1;0;0;
47021612;Fabulous Edinburgh Luxury New Town City Apartment;21906467;Alison;;Hillside and Calton Hill;55.95849;-3.18055;Entire home/apt;243;3;30;23/08/2022;1.92;43;74;22;
47042660;Modern 1-BR Apt w/ views of Edinburgh Castle;37563463;Altido;;Tollcross;55.94676034;-3.202048638;Entire home/apt;147;2;14;31/08/2022;0.69;128;288;12;
47152559;2 Bedroom Central Flat Sea Views Free Parking;23663487;Simon;;The Shore and Constitution Street;55.97601;-3.17171;Entire home/apt;85;3;74;04/09/2022;6.25;3;5;74;
47155329;The Pleasance;48893328;Finlay-James;;Newington and Dalkeith Road;55.94187;-3.17652;Entire home/apt;111;3;16;02/08/2022;0.83;6;56;6;
47272032;Townhouse in the centre of Edinburgh’s Old Town;6631837;Callum;;Canongate, Southside and Dumbiedykes;55.95302;-3.17406;Entire home/apt;163;1;105;05/09/2022;5.38;1;246;88;
47303473;Suffolk Park Apartments;48893328;Finlay-James;;Newington and Dalkeith Road;55.93033;-3.16448;Entire home/apt;111;4;83;30/08/2022;4.1;6;58;63;
47327421;Explore Scotland with Ruby Red;196000819;Graeme;;Abbeyhill;55.95371;-3.1664;Entire home/apt;67;5;0;;;3;0;0;
47400590;Meadowbank Apartments;48893328;Finlay-James;;Meadowbank and Abbeyhill North;55.956;-3.15662;Entire home/apt;109;4;62;30/08/2022;3.07;6;185;41;
47400843;St Margarets Loch Apartment;48893328;Finlay-James;;Canongate, Southside and Dumbiedykes;55.95424;-3.15854;Entire home/apt;108;4;65;15/08/2022;3.36;6;174;40;
47484960;Stunning sea views with easy access to city centre;111627070;Jacqui;;Portobello;55.95731;-3.11984;Entire home/apt;122;2;47;11/09/2022;4.08;1;237;47;
47489070;*NEW* Traditional Scottish Apartment in Heart Stockbridge;11362736;Sonia;;Stockbridge;55.96083;-3.20861;Entire home/apt;134;1;44;10/09/2022;2.65;16;358;32;
47545234;Ellswood Bothy;324222764;Jonathan;;Currie West;55.90785;-3.33219;Entire home/apt;105;3;41;27/08/2022;2.18;1;336;18;
47573414;Cozy Central Apartment including Wifi;206851740;Stewart Aparthotel;;Deans Village;55.95273;-3.20608;Entire home/apt;237;1;282;30/08/2022;14.64;1;268;125;
47591417;Large Apartment Close to Heriot Watt University;29624831;Lorna;;Parkhead and Sighthill;55.92018;-3.28592;Entire home/apt;135;28;0;;;16;0;0;
47714378;Spacious central 1 bedroom apartment. West End;262366494;John;;Dalry and Fountainbridge;55.94225;-3.21054;Entire home/apt;100;3;22;23/08/2022;1.39;27;0;11;
47719207;Kingsize double Bedroom in a spacious flat.;132857141;Ricky;;Deans Village;55.95326;-3.21482;Private room;39;1;40;13/04/2022;2.18;1;0;19;
47725604;Three Bedroom Park Avenue Penthouse;12662921;Quartermile;;Meadows and Southside;55.94426;-3.19225;Entire home/apt;1314;1;10;31/08/2022;0.6;6;353;9;
47725605;One Bedroom Deluxe;12662921;Quartermile;;Meadows and Southside;55.94292;-3.19095;Entire home/apt;218;1;7;07/09/2022;0.58;6;319;7;
47725606;One Bedroom Executive;12662921;Quartermile;;Meadows and Southside;55.94427;-3.19316;Entire home/apt;263;1;7;20/08/2022;0.37;6;342;5;
47725607;Two Bedroom Deluxe;12662921;Quartermile;;Meadows and Southside;55.94398;-3.19093;Entire home/apt;342;1;1;30/05/2022;0.28;6;335;1;
47725608;Two Bedroom Executive;12662921;Quartermile;;Meadows and Southside;55.94389;-3.19764;Entire home/apt;402;1;9;12/09/2022;0.79;6;339;9;
47729068;A stunning central 120sqm Georgian 1-bed flat.;11594384;Charles;;Deans Village;55.94977665;-3.212986158;Entire home/apt;265;4;0;;;1;327;0;
47729318;2 Person Twin Bell Tent;27210189;Edinburgh Festival Camping;;Ratho, Ingliston and Gogar;55.94025;-3.36761;Private room;95;1;0;;;3;0;0;
47899990;Three Bedroom Executive;12662921;Quartermile;;Meadows and Southside;55.94451;-3.19305;Entire home/apt;656;1;6;14/08/2022;1.38;6;347;6;
48008371;Romantic Georgian Apartment in Edinburgh New Town;364678915;Mark;;Hillside and Calton Hill;55.95591;-3.17317;Entire home/apt;89;2;45;11/09/2022;2.87;2;190;36;
48008406;Johnston Apartment by The National Trust Scotland;386997569;National Trust Scotland;;Old Town, Princes Street and Leith Street;55.949448;-3.193669;Entire home/apt;177;2;63;10/09/2022;4.11;1;144;46;
48050763;ALTIDO Elegant 2-BR Flat near Royal Botanic Garden;37563463;Altido;;Comely Bank;55.95779;-3.21832;Entire home/apt;274;1;4;22/12/2021;0.21;128;0;1;
48066082;Two Bedroom Apartment;66436813;Fredrick;;Craigmillar;55.93251;-3.14463;Entire home/apt;55;2;2;07/06/2021;0.13;3;0;0;
48135667;One bedroom Websters Land Flat - Grassmarket;467103664;Shepard;;Old Town, Princes Street and Leith Street;55.94649;-3.19981;Entire home/apt;152;2;62;04/09/2022;4.86;2;67;59;
48178749;Huge. stunning ground floor garden maisonette!;180868168;David;;West Pilton;55.97255;-3.25051;Entire home/apt;48;180;0;;;1;109;0;
48189608;Edinburgh New Town. Townhouse With Private Garden;344268039;Rentir;;New Town West;55.95575;-3.20496;Entire home/apt;404;2;43;26/08/2022;2.39;35;262;30;
48192708;Castle Street Apartment;2636321;John;;Deans Village;55.95191;-3.20249;Entire home/apt;333;3;19;29/08/2022;1.28;4;48;16;
48249739;Entire cosy apartment on The Royal Mile;12158348;Christine;;Canongate, Southside and Dumbiedykes;55.951679;-3.178764;Entire home/apt;114;2;90;01/09/2022;5.64;1;32;66;
48254453;Stylish 3 bed  2 bath Meadows main door garden apt;43598150;Jane;;Marchmont East and Sciennes;55.93898;-3.192196;Entire home/apt;252;2;47;04/09/2022;3.7;1;41;46;
48276618;Modern Studio Next To Edinburgh Castle;344268039;Rentir;;Old Town, Princes Street and Leith Street;55.9486;-3.19458;Entire home/apt;178;3;58;31/08/2022;3.29;35;140;46;
48277038;Refurbished Studio Next To The Royal Mile;344268039;Rentir;;Old Town, Princes Street and Leith Street;55.9491;-3.19284;Entire home/apt;195;3;86;01/09/2022;5.04;35;103;64;
48292370;Thirlestane Apartment (UK32877);222202509;;;Marchmont West;55.93632;-3.19466;Entire home/apt;429;1;5;09/09/2022;0.39;22;111;4;
48295134;Brand New Luxury Edinburgh Beach Apartment;41955855;Julie;;Portobello;55.95383;-3.11517;Entire home/apt;71;2;21;10/09/2022;5.78;1;107;21;
48298338;Bright and Stylish Central Edinburgh Flat;236151222;Andrew;;Marchmont East and Sciennes;55.93913;-3.18407;Entire home/apt;153;2;25;30/08/2022;1.55;1;125;15;
48304572;Central Apartment;434904978;Piotr;;Canongate, Southside and Dumbiedykes;55.94693;-3.18028;Entire home/apt;151;1;76;06/09/2022;4.55;7;125;52;
48307034;Cheap stay - Netflix & Free Parking;389888468;Jo;;Granton West and Salvesen;55.97701;-3.25335;Entire home/apt;103;2;47;28/08/2022;2.62;1;25;25;
48315955;Sea. sand & city in Skylight retreat;389269661;Wendy;;Joppa;55.9442;-3.09872;Private room;42;3;4;03/09/2022;0.23;3;254;3;
48339518;Brand New. Modern Studio Flat Walking Distance to Old Town Edinburgh;389769083;Dundee;;Dalry and Fountainbridge;55.93918;-3.21851;Entire home/apt;102;2;230;30/08/2022;14.38;3;0;182;
48339919;The Croft - Sleeps 3 | Cosy Edinburgh Escape;390194810;Johanna;;Ratho, Ingliston and Gogar;55.9555;-3.33878;Entire home/apt;130;3;18;29/08/2022;1.17;1;154;13;
48397470;Bright Central One Bedroom Mezzanine Apartment;70648585;Klara;;Old Town, Princes Street and Leith Street;55.94851;-3.18379;Entire home/apt;76;5;40;25/08/2022;2.26;3;79;28;
48397696;Homely & Spacious 2 BR Flat in Bruntsfield Sleep 6;224444157;Sue And Grant;;Bruntsfield;55.9369;-3.21121;Entire home/apt;125;3;61;03/09/2022;3.53;26;83;49;
48399998;Stylish and chic apartment on Charlotte Square;6200921;Eddie;;Deans Village;55.95064;-3.20718;Entire home/apt;800;2;10;24/08/2022;0.74;22;80;5;
48416575;Maria Bright & Modern City Center Apartment  Maria;8047634;Uwe;;Restalrig and Lochend;55.9647;-3.15137;Entire home/apt;90;3;28;29/08/2022;2.12;5;114;25;
48420316;Rena Bright & Modern City Center Apartment;8047634;Uwe;;Restalrig and Lochend;55.96391;-3.15132;Entire home/apt;448;7;0;;;5;0;0;
48459086;Remarkable 2 Bed Apartment in Edinburgh;310835509;TravelNest;;The Shore and Constitution Street;55.97481;-3.17433;Entire home/apt;142;1;11;13/09/2022;0.6;5;356;7;
48462280;Bright & Modern APT in Historic Leith - City Views;269607705;Rory;;North Leith and Newhaven;55.976055;-3.177142;Entire home/apt;129;2;16;26/08/2022;4.44;1;0;16;
48480629;Beautiful mews house in central Edinburgh;339809198;Rebecca;;New Town West;55.95556;-3.20666;Entire home/apt;275;3;19;01/09/2022;1.41;1;215;16;
48480641;Private room close to City Centre and Airport;66425240;Tonnya;;Slateford and Chesser;55.93028;-3.24531;Private room;65;2;24;13/08/2022;1.53;1;174;17;
48487022;Paris Room - Double ensuite room;6748379;City Retreat;;Hillside and Calton Hill;55.957;-3.17295;Private room;171;1;28;11/07/2022;1.53;8;3;7;
48501258;Private entrance Studio Flat sleeps 4;308848310;Caroline;;Murrayfield and Ravelston;55.95074;-3.23369;Entire home/apt;999;3;0;;;1;179;0;
48540636;Lothian Road - Castle View Apartment;2636321;John;;Tollcross;55.94546;-3.20439;Entire home/apt;243;3;28;07/09/2022;1.95;4;63;22;
48566702;Beautiful Family Friendly Central 5 Bedroom Flat.;35444811;Holly;;Canonmills and New Town North;55.95866;-3.19458;Entire home/apt;650;4;20;06/09/2022;1.23;1;3;10;
48600414;The Maltings. superb contemporary luxury;392080668;Susan;;Slateford and Chesser;55.93137;-3.2377;Entire home/apt;220;3;8;12/08/2022;0.58;1;0;6;
48616549;Spacious apartment near the beach and Holyrood;16543969;Garry;;Northfield and Piershill;55.94764;-3.1347;Entire home/apt;160;1;140;28/08/2022;7.71;14;105;90;
48617380;Famous House. 1 minute From Edinburgh Castle;344268039;Rentir;;Old Town, Princes Street and Leith Street;55.94898;-3.19756;Entire home/apt;680;2;53;06/09/2022;2.99;35;224;40;
48621295;★ CENTRAL ★ Royal Mile ★ FREE Parking & City Views ★;132693648;Lewis;;Old Town, Princes Street and Leith Street;55.94982;-3.19488;Entire home/apt;426;2;47;25/08/2022;2.68;25;312;35;
48625350;The perfect home on Royal Mile;151971635;Andy;;Canongate, Southside and Dumbiedykes;55.95174;-3.17805;Entire home/apt;101;1;65;30/08/2022;3.71;1;111;45;
48636207;Brunton Apartment (UK33114);222202509;;;Hillside and Calton Hill;55.95793;-3.17606;Entire home/apt;999;1;3;26/06/2022;0.89;22;0;3;
48688461;Spacious 2BR Flat w/ Free Parking;392796747;Viara-Pass The Keys;;Dalry and Fountainbridge;55.94379;-3.2185;Entire home/apt;163;2;33;12/08/2022;1.94;1;159;21;
48709944;Cosy Little Room in the Heart of Edinburgh🤗;137112077;Vikash;;Old Town, Princes Street and Leith Street;55.94872;-3.1885;Private room;99;1;83;06/09/2022;5.34;2;90;63;
48710194;Perfectly located. modern city centre apartment;115336537;Ross & Hayley;;Old Town, Princes Street and Leith Street;55.95371;-3.18852;Entire home/apt;141;5;139;01/09/2022;8.71;1;294;100;
48713235;Delightful Campervan In Edinburgh;225227525;Patrick;;Corstorphine South;55.93453;-3.2937;Entire home/apt;100;3;1;05/07/2022;0.42;1;347;1;
48714828;Comfy Little Room in the Heart of Edinburgh🤗;137112077;Vikash;;Old Town, Princes Street and Leith Street;55.94786;-3.18894;Private room;81;1;44;29/08/2022;2.8;2;13;42;
48744103;"A modern. bright double room. in Trinity; 2 bikes";192994431;Daljit;;Trinity;55.97171;-3.21029;Private room;35;28;27;25/08/2022;1.67;5;81;17;
48754396;1 bed flat close to centre with free parking;35268703;Jenna;;Inverleith, Goldenacre and Warriston;55.96948;-3.22497;Entire home/apt;80;3;5;18/08/2022;0.37;1;0;1;
48867723;Penthouse at Portland Gardens (UK32454);222202509;;;Western Harbour and Leith Docks;55.98051;-3.17918;Entire home/apt;662;1;0;;;22;224;0;
48876903;Spacious City Centre Flat in Edinburgh sleeps 4;372750863;James;;Canongate, Southside and Dumbiedykes;55.94456;-3.1834;Entire home/apt;132;2;4;28/07/2022;0.25;2;288;2;
48878126;3 Bedroom well connected family home free parking;394252104;Stephanie;;Balgreen and Roseburn;55.93993;-3.24913;Entire home/apt;160;3;52;28/08/2022;3.71;1;229;47;
48880551;Edlets Spacious Scotland Street;21906467;Alison;;Canonmills and New Town North;55.96086;-3.19445;Entire home/apt;650;2;0;;;43;362;0;
48898027;Historic Old Town apartment near the Royal Mile;78634893;George;;Old Town, Princes Street and Leith Street;55.94921;-3.18901;Entire home/apt;158;2;96;12/09/2022;5.53;2;308;73;
48912252;Private Apartment Edinburgh City Centre Townhouse;169458732;Emily;;New Town West;55.95762;-3.20375;Private room;81;2;56;08/09/2022;4.84;2;162;56;
48913423;Modern. spacious. 4 bedrooms. Free parking!;57038487;Clare;;Colinton Mains and Firrhill;55.91216;-3.22229;Entire home/apt;135;3;33;14/08/2022;1.87;4;13;24;
48932062;Central Apartment In Edinburgh With Parking;253065951;Valentino;;Meadowbank and Abbeyhill North;55.95689;-3.16117;Entire home/apt;78;1;171;31/08/2022;9.73;6;137;107;
48948726;Brunton Gardens. Montgomery Street;215830120;We Manage Assets;;Hillside and Calton Hill;55.95804;-3.17531;Entire home/apt;411;2;15;27/07/2022;1.17;1;5;13;
48951166;Sophisticated Studio For 2 w/ Edin Castle Views;344268039;Rentir;;Tollcross;55.94694;-3.20217;Entire home/apt;2471;2;3;09/08/2022;1.67;35;0;3;
48967858;Stylish duplex with private parking in city centre;3347799;Stuart;;Old Town, Princes Street and Leith Street;55.95037;-3.20509;Entire home/apt;326;2;82;29/08/2022;5.14;28;60;61;
48984544;Bright spacious 5 bed flat with amazing views;18236424;Peter;;Pilrig;55.96534;-3.18196;Entire home/apt;150;4;6;31/07/2022;1.57;1;0;6;
48989944;Charming 3 Bed Apartment in The Old Town;344268039;Rentir;;Old Town, Princes Street and Leith Street;55.94871;-3.18272;Entire home/apt;264;2;2;17/08/2022;1.43;35;142;2;
48996945;Spacious double room in the heart of Edinburgh;8117377;Sam;;Merchiston and Greenhill;55.93387;-3.20903;Private room;72;1;85;12/09/2022;5.03;1;79;70;
49005871;Modern & spacious West End 1 bedroom apartment;262366494;John;;Dalry and Fountainbridge;55.94447;-3.21092;Entire home/apt;145;3;31;29/08/2022;1.88;27;0;19;
49005912;Britannia Penthouse;142182685;MYB Apartments;;North Leith and Newhaven;55.97787;-3.1813;Entire home/apt;271;2;12;21/06/2022;0.76;6;252;9;
49018608;Perfect base for exploring Edinburgh;327252791;Katharine;;Balgreen and Roseburn;55.94246;-3.25278;Entire home/apt;92;3;11;29/08/2022;1.5;1;134;11;
49035024;Amazing Apartment in the heart of the city centre;6730706;Alexander;;Tollcross;55.9443;-3.20427;Entire home/apt;183;2;104;11/09/2022;6.61;1;88;88;
49035897;large double bedroom with Arthur Seat view;78225033;Dorota;;Meadowbank and Abbeyhill North;55.95738;-3.15994;Private room;74;1;59;06/09/2022;3.89;1;305;49;
49046310;Modern. stylish 3 bedroom flat in Edinburgh;198777367;Rami;;Granton West and Salvesen;55.97703;-3.25249;Entire home/apt;299;20;1;15/08/2022;1;2;81;1;
49051161;Entire 4Bed&4Bath. Manhattan style. stunning spacious loft apartment. Sleeps 12;85253557;Rachel;;North Leith and Newhaven;55.97486;-3.18462;Entire home/apt;985;3;6;13/07/2022;0.51;2;322;6;
49057076;Whole house with stunning beach and sea views;162112865;Fiona;;Joppa;55.94891;-3.09361;Entire home/apt;214;4;6;07/08/2022;0.43;1;0;2;
49121840;Gorgeous Studio at the Heart of Edinburgh Old Town;344268039;Rentir;;Old Town, Princes Street and Leith Street;55.94905;-3.19447;Entire home/apt;160;2;62;08/09/2022;4.54;35;110;53;
49122286;Lovely Studio In Unique Edinburgh Area. Old Town;344268039;Rentir;;Old Town, Princes Street and Leith Street;55.94904;-3.19485;Entire home/apt;170;4;19;11/08/2022;2.15;35;149;19;
49122827;Sumptuous 2BR Apt Next To Edinburgh Castle!;344268039;Rentir;;Old Town, Princes Street and Leith Street;55.950005;-3.193351;Entire home/apt;361;2;62;05/09/2022;4.78;35;139;57;
49123549;Modern 3 Bedroom Apartment. West End;344268039;Rentir;;Deans Village;55.95112;-3.21106;Entire home/apt;236;2;79;28/08/2022;5.09;35;277;63;
49125323;Edlets Abbeyhill Apartment;21906467;Alison;;Meadowbank and Abbeyhill North;55.95819;-3.17177;Entire home/apt;350;2;0;;;43;364;0;
49126078;Beautiful home in the heart of New Town;396216275;David;;Canonmills and New Town North;55.95916;-3.197914;Entire home/apt;187;2;85;06/09/2022;5.74;1;25;72;
49140202;Large 1 Bedroom Ground Floor Victorian Flat;106938639;Christopher;;Comely Bank;55.95464;-3.21722;Entire home/apt;119;6;3;12/08/2022;2;1;10;3;
49140682;Cheery cute central Edinburgh flat;188562176;Morag;;Abbeyhill;55.956841;-3.166597;Entire home/apt;110;2;7;25/08/2021;0.43;1;0;0;
49167788;Sunny & spacious 2BD - The Royal Mile!;396597010;Choudhary;;Old Town, Princes Street and Leith Street;55.952;-3.18405;Entire home/apt;115;2;4;26/06/2021;0.25;1;0;0;
49171869;Pleasance 2 bed appartment in the city center;40013762;Nina;;Canongate, Southside and Dumbiedykes;55.94698;-3.18118;Entire home/apt;125;5;1;30/09/2021;0.09;5;55;1;
49174941;Tour Scotland in Betty Blue;196000819;Graeme;;Marchmont East and Sciennes;55.93944;-3.18453;Entire home/apt;86;5;6;05/09/2022;1.54;3;172;6;
49186285;GuestReady - 1BR Castle View Home on Quiet Street;402191311;GuestReady;;Tollcross;55.94782;-3.20489;Entire home/apt;58;2;20;09/09/2022;1.2;25;11;15;
49186443;Home by The Meadows. close to City Centre;395378425;Karen;;Marchmont West;55.9391;-3.19571;Entire home/apt;206;2;50;20/08/2022;3.19;1;57;34;
49201699;Top Floor Flat with Views of the City;79466956;Siobhan;;Bonnington;55.97306;-3.18341;Entire home/apt;99;3;23;07/09/2022;1.73;1;6;18;
49204449;GuestReady - Revamped 2BR Flat in Newington. near Uni of Edinburgh;402191311;GuestReady;;Canongate, Southside and Dumbiedykes;55.94391;-3.1793;Entire home/apt;77;2;11;05/09/2021;0.7;25;0;0;
49205084;Two bedroom home to rent in Edinburgh;75206738;Silvana;;Granton West and Salvesen;55.97516;-3.24119;Entire home/apt;123;2;60;11/09/2022;3.62;2;164;45;
49206663;Ultra Modern Basement Apartment by Broughton St;11362736;Sonia;;New Town East and Gayfield;55.95832;-3.18648;Entire home/apt;108;1;15;18/08/2022;0.95;16;365;12;
49212452;Entire. luxury unique/ boutique Citadel apartment in the heart of Leith sleeps 8;85253557;Rachel;;Western Harbour and Leith Docks;55.97824;-3.17618;Entire home/apt;487;3;10;31/07/2022;0.79;2;349;9;
49221368;Brand New Modern Studio Apartment Close to Old Town;389769083;Dundee;;Dalry and Fountainbridge;55.94062;-3.22071;Entire home/apt;99;2;7;28/08/2021;0.52;3;0;0;
49221382;Premium Studio Apartment close to Old Town;389769083;Dundee;;Polwarth;55.93902;-3.21896;Entire home/apt;96;2;0;;;3;0;0;
49224948;Large & Modern 1BD Apartment in Edinburgh;372750863;James;;Stockbridge;55.96153;-3.20232;Entire home/apt;161;2;9;11/09/2021;0.55;2;0;0;
49230468;Fresh. modern. Leith waterfront flat. with parking;75233489;Emily;;The Shore and Constitution Street;55.97828;-3.17024;Entire home/apt;50;1;26;29/09/2021;1.64;1;0;7;
49237576;Royal Mile/Right in the heart of Edinburgh;34048130;Kellie;;Old Town, Princes Street and Leith Street;55.95056;-3.18891;Entire home/apt;114;2;99;11/09/2022;6.2;1;94;73;
49238824;Great location 15min walk Princes St & Grassmarket;145101079;Armando;;Dalry and Fountainbridge;55.94211;-3.20898;Private room;68;1;129;07/09/2022;8.11;2;40;104;
49240512;Stunning duplex apartment in Edinburgh's Old Town;196752939;Daniel;;Canongate, Southside and Dumbiedykes;55.947;-3.18305;Entire home/apt;170;3;71;25/08/2022;4.92;2;0;58;
49256326;Spacious 3 Bedroom Edinburgh Flat With a Balcony;397370490;Calum;;Oxgangs;55.90822;-3.22286;Entire home/apt;127;2;4;26/08/2022;3.24;1;81;4;
49256750;Water front 1 bed flat. the Shore (Secure Parking);11064421;Marcelle;;North Leith and Newhaven;55.9763;-3.17632;Entire home/apt;43;6;1;18/06/2021;0.07;1;0;0;
49264658;Private double room / en-suite in cosy townhouse;56243310;Alessandro;;Gilmerton South and the Murrays;55.89993;-3.13073;Private room;43;1;173;09/09/2022;10.38;1;118;120;
49267385;⭐amazing apartments: Thistle St near Princes St⭐;89866174;David;;New Town West;55.95458;-3.2008;Entire home/apt;105;2;24;03/08/2022;1.59;14;29;18;
49269300;City centre flat next to Holyrood Park;1614797;Amy;;Canongate, Southside and Dumbiedykes;55.94293;-3.17951;Entire home/apt;90;2;17;10/09/2022;1.15;1;306;13;
49272107;Stunning Edinburgh 1820s stables converted room;399251205;Dannii;;Ratho, Ingliston and Gogar;55.923721;-3.365375;Private room;101;2;15;12/09/2022;2.26;4;136;15;
49281960;Entire Flat In The West End;66012977;Teresa;;Tollcross;55.94734;-3.21326;Entire home/apt;65;2;50;07/09/2022;3.18;2;2;35;
49299761;ALTIDO Amazing Location! Cosy 1-bed Apt by the Edinburgh Castle!;37563463;Altido;;Old Town, Princes Street and Leith Street;55.94813;-3.19544;Entire home/apt;140;2;17;21/08/2022;1.07;128;328;10;
49315672;Bright a spacious Georgian bedroom;275247199;Katrina;;Willowbrae and Duddingston Village;55.95436;-3.14927;Private room;10;5;12;11/08/2022;0.73;1;0;6;
49320443;Cosy Room in Trendy Leith;73900995;Maria;;North Leith and Newhaven;55.97691;-3.179884;Private room;30;1;3;21/04/2022;0.56;1;0;3;
49320994;Close to centre & Murrayfield. Sleeps 4. Rated 9.5;397881498;Ines Andrea;;Balgreen and Roseburn;55.94204;-3.23857;Entire home/apt;149;3;0;;;1;0;0;
49328620;The Hayloft for 4 persons;135381324;Daniel - Interhome Group;;Balerno and Bonnington Village;55.866127;-3.382452;Entire home/apt;13;1;2;10/10/2021;0.14;1;84;1;
49334312;Bright Studio with Ensuite & Kitchenette #10;251489299;Jennifer;;Craiglockhart;55.92364;-3.24906;Entire home/apt;69;3;4;13/05/2022;0.24;11;0;1;
49339230;The Toffee Lounge Apartment;397997855;Ellen;;Polwarth;55.93975;-3.22496;Entire home/apt;150;1;24;26/12/2021;1.44;1;207;14;
